   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.070000e+00    8.000000e-01    1.200000e-01    2.000000e-02    6.000000e-02    1.000000e-02    6.000000e+00    6.000000e+00    0.000000e+00    2.000000e-01    3.000000e-02    1.230000e+00    1.060000e+00    3.200000e-01    5.000000e-02    0.000000e+00 
   1.540000e+00    1.260000e+00    5.400000e-01    1.400000e-01    4.000000e-01    1.400000e-01    1.300000e+01    1.300000e+01    0.000000e+00    1.050000e+00    1.100000e-01    2.160000e+00    1.840000e+00    1.180000e+00    1.100000e-01    0.000000e+00 
   2.090000e+00    1.690000e+00    1.160000e+00    4.200000e-01    6.900000e-01    4.000000e-01    1.900000e+01    1.900000e+01    0.000000e+00    1.700000e+00    1.700000e-01    2.870000e+00    2.580000e+00    1.940000e+00    1.700000e-01    0.000000e+00 
   2.480000e+00    2.180000e+00    1.480000e+00    5.700000e-01    9.100000e-01    5.700000e-01    2.600000e+01    2.600000e+01    0.000000e+00    2.470000e+00    2.300000e-01    3.700000e+00    3.310000e+00    2.720000e+00    2.300000e-01    0.000000e+00 
   2.990000e+00    2.660000e+00    2.060000e+00    7.400000e-01    1.270000e+00    7.200000e-01    3.200000e+01    3.200000e+01    0.000000e+00    3.060000e+00    2.700000e-01    4.330000e+00    4.180000e+00    3.410000e+00    2.900000e-01    0.000000e+00 
   3.460000e+00    3.120000e+00    2.510000e+00    9.100000e-01    1.560000e+00    9.000000e-01    3.900000e+01    3.900000e+01    0.000000e+00    3.840000e+00    3.700000e-01    5.210000e+00    4.900000e+00    4.240000e+00    3.700000e-01    0.000000e+00 
   3.950000e+00    3.600000e+00    3.010000e+00    1.080000e+00    1.890000e+00    1.060000e+00    4.500000e+01    4.500000e+01    0.000000e+00    4.430000e+00    4.200000e-01    5.850000e+00    5.630000e+00    4.960000e+00    4.200000e-01    0.000000e+00 
   4.460000e+00    4.110000e+00    3.500000e+00    1.270000e+00    2.190000e+00    1.270000e+00    5.200000e+01    5.200000e+01    0.000000e+00    5.150000e+00    4.700000e-01    6.620000e+00    6.410000e+00    5.670000e+00    4.700000e-01    0.000000e+00 
   4.890000e+00    4.560000e+00    3.890000e+00    1.460000e+00    2.430000e+00    1.460000e+00    5.900000e+01    5.900000e+01    0.000000e+00    5.990000e+00    5.300000e-01    7.520000e+00    7.240000e+00    6.520000e+00    5.300000e-01    0.000000e+00 
