   1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.967667e-01    3.233333e-03    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    9.999667e-01    3.333333e-05    9.797000e-01    2.030000e-02    1.000000e+00    6.666667e-05    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    2.030000e-02    6.666667e-05    0.000000e+00    0.000000e+00    2.030000e-02    0.000000e+00    0.000000e+00    0.000000e+00    2.030000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.936667e-01    6.300000e-03    3.333333e-05    0.000000e+00    9.999667e-01    3.333333e-05    0.000000e+00    0.000000e+00    9.999000e-01    1.000000e-04    9.597333e-01    4.026667e-02    9.999333e-01    2.666667e-04    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    4.020000e-02    2.666667e-04    0.000000e+00    0.000000e+00    4.026667e-02    0.000000e+00    0.000000e+00    0.000000e+00    4.026667e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.907333e-01    9.166667e-03    1.000000e-04    0.000000e+00    9.999333e-01    6.666667e-05    0.000000e+00    0.000000e+00    9.997667e-01    2.333333e-04    9.408333e-01    5.916667e-02    9.998667e-01    3.333333e-04    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    5.903333e-02    3.333333e-04    0.000000e+00    0.000000e+00    5.916667e-02    0.000000e+00    0.000000e+00    0.000000e+00    5.916667e-02    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.875667e-01    1.230000e-02    1.333333e-04    0.000000e+00    9.999333e-01    6.666667e-05    0.000000e+00    0.000000e+00    9.997333e-01    2.666667e-04    9.217000e-01    7.830000e-02    9.996000e-01    8.666667e-04    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    7.790000e-02    8.666667e-04    0.000000e+00    0.000000e+00    7.830000e-02    0.000000e+00    0.000000e+00    0.000000e+00    7.830000e-02    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.848000e-01    1.500000e-02    2.000000e-04    0.000000e+00    9.998667e-01    1.333333e-04    0.000000e+00    0.000000e+00    9.995000e-01    5.000000e-04    9.025667e-01    9.743333e-02    9.994000e-01    1.533333e-03    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    9.683333e-02    1.533333e-03    0.000000e+00    0.000000e+00    9.743333e-02    0.000000e+00    0.000000e+00    0.000000e+00    9.743333e-02    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.816333e-01    1.806667e-02    3.000000e-04    0.000000e+00    9.997000e-01    3.000000e-04    0.000000e+00    0.000000e+00    9.993333e-01    6.666667e-04    8.821000e-01    1.179000e-01    9.992333e-01    2.133333e-03    3.333333e-05    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    1.171333e-01    2.133333e-03    3.333333e-05    0.000000e+00    1.179000e-01    0.000000e+00    0.000000e+00    0.000000e+00    1.179000e-01    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.778667e-01    2.170000e-02    4.333333e-04    0.000000e+00    9.994333e-01    5.666667e-04    0.000000e+00    0.000000e+00    9.991667e-01    8.333333e-04    8.609000e-01    1.391000e-01    9.985667e-01    3.166667e-03    6.666667e-05    0.000000e+00    9.999667e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    1.376667e-01    3.166667e-03    6.666667e-05    0.000000e+00    1.390667e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.391000e-01    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.751667e-01    2.433333e-02    5.000000e-04    0.000000e+00    9.993000e-01    7.000000e-04    0.000000e+00    0.000000e+00    9.990000e-01    1.000000e-03    8.402333e-01    1.597667e-01    9.980000e-01    4.366667e-03    1.000000e-04    0.000000e+00    9.999667e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.000000e+00    3.333333e-05    1.577667e-01    4.366667e-03    1.000000e-04    0.000000e+00    1.597333e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.597667e-01    3.333333e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.721667e-01    2.726667e-02    5.666667e-04    0.000000e+00    9.991333e-01    8.666667e-04    0.000000e+00    0.000000e+00    9.988667e-01    1.133333e-03    8.198667e-01    1.801333e-01    9.976333e-01    5.233333e-03    1.000000e-04    0.000000e+00    9.999667e-01    6.666667e-05    0.000000e+00    0.000000e+00    9.999667e-01    6.666667e-05    1.777667e-01    5.233333e-03    1.000000e-04    0.000000e+00    1.801000e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.801000e-01    6.666667e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.691667e-01    3.016667e-02    6.666667e-04    0.000000e+00    9.990000e-01    1.000000e-03    0.000000e+00    0.000000e+00    9.988000e-01    1.200000e-03    8.005333e-01    1.994667e-01    9.970333e-01    6.133333e-03    1.666667e-04    0.000000e+00    9.999333e-01    1.000000e-04    0.000000e+00    0.000000e+00    9.999333e-01    1.333333e-04    1.965000e-01    6.133333e-03    1.666667e-04    0.000000e+00    1.994000e-01    1.000000e-04    0.000000e+00    0.000000e+00    1.994000e-01    1.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.661333e-01    3.316667e-02    7.000000e-04    0.000000e+00    9.987333e-01    1.266667e-03    0.000000e+00    0.000000e+00    9.987333e-01    1.266667e-03    7.807000e-01    2.193000e-01    9.966000e-01    7.066667e-03    2.000000e-04    0.000000e+00    9.999333e-01    1.666667e-04    0.000000e+00    0.000000e+00    9.999333e-01    1.666667e-04    2.159000e-01    7.066667e-03    2.000000e-04    0.000000e+00    2.192333e-01    1.666667e-04    0.000000e+00    0.000000e+00    2.192333e-01    1.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.632667e-01    3.600000e-02    7.333333e-04    0.000000e+00    9.986667e-01    1.333333e-03    0.000000e+00    0.000000e+00    9.985667e-01    1.433333e-03    7.595000e-01    2.405000e-01    9.959333e-01    8.300000e-03    2.333333e-04    0.000000e+00    9.999000e-01    2.333333e-04    0.000000e+00    0.000000e+00    9.998667e-01    3.333333e-04    2.364333e-01    8.300000e-03    2.333333e-04    0.000000e+00    2.404000e-01    2.333333e-04    0.000000e+00    0.000000e+00    2.403667e-01    3.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
