   1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00 
   9.968500e-01    3.150000e-03    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    9.999300e-01    7.000000e-05    9.968500e-01    3.150000e-03    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    9.999300e-01    7.000000e-05    7.000000e-05    1.000000e+00    7.000000e-05    9.999300e-01    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    3.150000e-03    9.968500e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    3.150000e-03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    7.000000e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.937900e-01    6.210000e-03    0.000000e+00    0.000000e+00    9.999600e-01    4.000000e-05    0.000000e+00    0.000000e+00    9.998600e-01    1.400000e-04    9.937900e-01    6.210000e-03    0.000000e+00    0.000000e+00    9.999600e-01    4.000000e-05    0.000000e+00    0.000000e+00    9.998600e-01    1.400000e-04    1.400000e-04    1.000000e+00    1.400000e-04    9.998600e-01    0.000000e+00    0.000000e+00    4.000000e-05    9.999600e-01    0.000000e+00    0.000000e+00    6.210000e-03    9.937900e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    6.210000e-03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.400000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.905300e-01    9.450000e-03    2.000000e-05    0.000000e+00    9.998700e-01    1.300000e-04    0.000000e+00    0.000000e+00    9.997600e-01    2.400000e-04    9.921900e-01    9.450000e-03    2.000000e-05    0.000000e+00    9.999600e-01    1.300000e-04    0.000000e+00    0.000000e+00    9.998600e-01    2.400000e-04    2.400000e-04    1.000000e+00    2.400000e-04    9.998600e-01    0.000000e+00    0.000000e+00    1.300000e-04    9.999600e-01    0.000000e+00    2.000000e-05    9.450000e-03    9.921900e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    9.470000e-03    2.000000e-05    0.000000e+00    0.000000e+00    0.000000e+00    2.400000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.876900e-01    1.226000e-02    5.000000e-05    0.000000e+00    9.998000e-01    1.900000e-04    1.000000e-05    0.000000e+00    9.996700e-01    3.300000e-04    9.876900e-01    1.226000e-02    5.000000e-05    0.000000e+00    9.998000e-01    1.900000e-04    1.000000e-05    0.000000e+00    9.996700e-01    3.300000e-04    3.300000e-04    1.000000e+00    3.300000e-04    9.996700e-01    0.000000e+00    1.000000e-05    1.900000e-04    9.998000e-01    0.000000e+00    5.000000e-05    1.226000e-02    9.876900e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.231000e-02    5.000000e-05    0.000000e+00    1.000000e-05    0.000000e+00    3.300000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.846900e-01    1.519000e-02    1.200000e-04    0.000000e+00    9.997100e-01    2.800000e-04    1.000000e-05    0.000000e+00    9.995600e-01    4.400000e-04    9.846900e-01    1.519000e-02    1.200000e-04    0.000000e+00    9.998000e-01    2.800000e-04    1.000000e-05    0.000000e+00    9.996700e-01    4.400000e-04    4.400000e-04    1.000000e+00    4.400000e-04    9.996700e-01    0.000000e+00    1.000000e-05    2.800000e-04    9.998000e-01    0.000000e+00    1.200000e-04    1.519000e-02    9.846900e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.531000e-02    1.200000e-04    0.000000e+00    1.000000e-05    0.000000e+00    4.400000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.816200e-01    1.823000e-02    1.500000e-04    0.000000e+00    9.996000e-01    3.900000e-04    1.000000e-05    0.000000e+00    9.995000e-01    5.000000e-04    9.816200e-01    1.823000e-02    1.500000e-04    0.000000e+00    9.997100e-01    3.900000e-04    1.000000e-05    0.000000e+00    9.995600e-01    5.000000e-04    5.000000e-04    1.000000e+00    5.000000e-04    9.995600e-01    0.000000e+00    1.000000e-05    3.900000e-04    9.997100e-01    0.000000e+00    1.500000e-04    1.823000e-02    9.816200e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.838000e-02    1.500000e-04    0.000000e+00    1.000000e-05    0.000000e+00    5.000000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.786800e-01    2.109000e-02    2.300000e-04    0.000000e+00    9.994600e-01    5.300000e-04    1.000000e-05    0.000000e+00    9.994300e-01    5.700000e-04    9.786800e-01    2.109000e-02    2.300000e-04    0.000000e+00    9.996000e-01    5.300000e-04    1.000000e-05    0.000000e+00    9.995000e-01    5.700000e-04    5.700000e-04    1.000000e+00    5.700000e-04    9.995000e-01    0.000000e+00    1.000000e-05    5.300000e-04    9.996000e-01    0.000000e+00    2.300000e-04    2.109000e-02    9.786800e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    2.132000e-02    2.300000e-04    0.000000e+00    1.000000e-05    0.000000e+00    5.700000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.756800e-01    2.398000e-02    3.400000e-04    0.000000e+00    9.992900e-01    7.000000e-04    1.000000e-05    0.000000e+00    9.993600e-01    6.400000e-04    9.756800e-01    2.398000e-02    3.400000e-04    0.000000e+00    9.994600e-01    7.000000e-04    1.000000e-05    0.000000e+00    9.994300e-01    6.400000e-04    6.400000e-04    1.000000e+00    6.400000e-04    9.994300e-01    0.000000e+00    1.000000e-05    7.000000e-04    9.994600e-01    0.000000e+00    3.400000e-04    2.398000e-02    9.756800e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    2.432000e-02    3.400000e-04    0.000000e+00    1.000000e-05    0.000000e+00    6.400000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
   9.724300e-01    2.713000e-02    4.400000e-04    0.000000e+00    9.991600e-01    8.300000e-04    1.000000e-05    0.000000e+00    9.993100e-01    6.900000e-04    9.739900e-01    2.720000e-02    4.400000e-04    0.000000e+00    9.992900e-01    8.300000e-04    1.000000e-05    0.000000e+00    9.993600e-01    6.900000e-04    6.900000e-04    1.000000e+00    6.900000e-04    9.993600e-01    0.000000e+00    1.000000e-05    8.300000e-04    9.992900e-01    0.000000e+00    4.400000e-04    2.720000e-02    9.739900e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    2.757000e-02    4.400000e-04    0.000000e+00    1.000000e-05    0.000000e+00    6.900000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00 
