   1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00 
   9.969000e-01    3.100000e-03    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    9.999200e-01    8.000000e-05    9.795800e-01    2.042000e-02    1.000000e+00    6.000000e-05    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    2.042000e-02    6.000000e-05    0.000000e+00    0.000000e+00    2.042000e-02    0.000000e+00    0.000000e+00    0.000000e+00    2.042000e-02    0.000000e+00    1.000000e+00    0.000000e+00 
   9.939800e-01    6.020000e-03    0.000000e+00    0.000000e+00    9.999800e-01    2.000000e-05    0.000000e+00    0.000000e+00    9.998800e-01    1.200000e-04    9.586800e-01    4.132000e-02    9.998600e-01    2.600000e-04    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    4.118000e-02    2.600000e-04    0.000000e+00    0.000000e+00    4.132000e-02    0.000000e+00    0.000000e+00    0.000000e+00    4.132000e-02    0.000000e+00    1.000000e+00    0.000000e+00 
   9.908000e-01    9.200000e-03    0.000000e+00    0.000000e+00    9.999400e-01    6.000000e-05    0.000000e+00    0.000000e+00    9.998200e-01    1.800000e-04    9.388800e-01    6.112000e-02    9.996800e-01    6.000000e-04    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    6.080000e-02    6.000000e-04    0.000000e+00    0.000000e+00    6.112000e-02    0.000000e+00    0.000000e+00    0.000000e+00    6.112000e-02    0.000000e+00    1.000000e+00    0.000000e+00 
   9.879600e-01    1.200000e-02    4.000000e-05    0.000000e+00    9.998800e-01    1.200000e-04    0.000000e+00    0.000000e+00    9.997400e-01    2.600000e-04    9.194000e-01    8.060000e-02    9.994600e-01    1.040000e-03    0.000000e+00    0.000000e+00    9.999800e-01    2.000000e-05    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    8.006000e-02    1.040000e-03    0.000000e+00    0.000000e+00    8.058000e-02    2.000000e-05    0.000000e+00    0.000000e+00    8.060000e-02    0.000000e+00    1.000000e+00    0.000000e+00 
   9.850400e-01    1.490000e-02    6.000000e-05    0.000000e+00    9.998400e-01    1.600000e-04    0.000000e+00    0.000000e+00    9.996400e-01    3.600000e-04    8.995400e-01    1.004600e-01    9.990800e-01    1.740000e-03    0.000000e+00    0.000000e+00    9.999800e-01    2.000000e-05    0.000000e+00    0.000000e+00    1.000000e+00    0.000000e+00    9.954000e-02    1.740000e-03    0.000000e+00    0.000000e+00    1.004400e-01    2.000000e-05    0.000000e+00    0.000000e+00    1.004600e-01    0.000000e+00    1.000000e+00    0.000000e+00 
   9.821600e-01    1.772000e-02    1.200000e-04    0.000000e+00    9.996400e-01    3.600000e-04    0.000000e+00    0.000000e+00    9.996200e-01    3.800000e-04    8.796800e-01    1.203200e-01    9.988200e-01    2.380000e-03    2.000000e-05    0.000000e+00    9.999800e-01    2.000000e-05    0.000000e+00    0.000000e+00    9.999800e-01    2.000000e-05    1.191400e-01    2.380000e-03    2.000000e-05    0.000000e+00    1.203000e-01    2.000000e-05    0.000000e+00    0.000000e+00    1.203000e-01    2.000000e-05    1.000000e+00    0.000000e+00 
   9.790600e-01    2.074000e-02    2.000000e-04    0.000000e+00    9.994600e-01    5.200000e-04    2.000000e-05    0.000000e+00    9.995200e-01    4.800000e-04    8.602400e-01    1.397600e-01    9.983600e-01    3.280000e-03    2.000000e-05    0.000000e+00    9.999800e-01    6.000000e-05    0.000000e+00    0.000000e+00    9.999800e-01    2.000000e-05    1.381200e-01    3.280000e-03    2.000000e-05    0.000000e+00    1.397400e-01    6.000000e-05    0.000000e+00    0.000000e+00    1.397400e-01    2.000000e-05    1.000000e+00    0.000000e+00 
   9.760200e-01    2.366000e-02    3.200000e-04    0.000000e+00    9.993400e-01    6.400000e-04    2.000000e-05    0.000000e+00    9.994400e-01    5.600000e-04    8.402800e-01    1.597200e-01    9.979000e-01    4.260000e-03    4.000000e-05    0.000000e+00    9.999800e-01    1.200000e-04    0.000000e+00    0.000000e+00    9.999600e-01    6.000000e-05    1.576200e-01    4.260000e-03    4.000000e-05    0.000000e+00    1.597000e-01    1.200000e-04    0.000000e+00    0.000000e+00    1.596800e-01    6.000000e-05    1.000000e+00    0.000000e+00 
   9.728800e-01    2.670000e-02    4.200000e-04    0.000000e+00    9.991200e-01    8.600000e-04    2.000000e-05    0.000000e+00    9.993600e-01    6.400000e-04    8.197800e-01    1.802200e-01    9.974200e-01    5.420000e-03    4.000000e-05    0.000000e+00    9.999800e-01    1.600000e-04    0.000000e+00    0.000000e+00    9.999200e-01    1.000000e-04    1.776400e-01    5.420000e-03    4.000000e-05    0.000000e+00    1.802000e-01    1.600000e-04    0.000000e+00    0.000000e+00    1.801400e-01    1.000000e-04    1.000000e+00    0.000000e+00 
