   0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.233333e-03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    1.333333e-04    2.010000e-02    0.000000e+00    2.003333e-02    1.000000e-04    0.000000e+00    0.000000e+00    2.010000e-02    0.000000e+00    0.000000e+00    0.000000e+00    2.010000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   6.566667e-03    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    2.333333e-04    4.020000e-02    0.000000e+00    4.000000e-02    4.000000e-04    0.000000e+00    0.000000e+00    4.020000e-02    0.000000e+00    0.000000e+00    0.000000e+00    4.020000e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   9.700000e-03    0.000000e+00    0.000000e+00    6.666667e-05    0.000000e+00    0.000000e+00    2.666667e-04    6.056667e-02    0.000000e+00    6.023333e-02    6.666667e-04    0.000000e+00    0.000000e+00    6.056667e-02    0.000000e+00    0.000000e+00    0.000000e+00    6.056667e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.293333e-02    1.000000e-04    0.000000e+00    1.666667e-04    0.000000e+00    0.000000e+00    3.000000e-04    7.963333e-02    0.000000e+00    7.926667e-02    9.333333e-04    3.333333e-05    0.000000e+00    7.963333e-02    0.000000e+00    0.000000e+00    0.000000e+00    7.963333e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.673333e-02    1.333333e-04    0.000000e+00    2.333333e-04    0.000000e+00    0.000000e+00    4.333333e-04    9.806667e-02    0.000000e+00    9.720000e-02    1.633333e-03    3.333333e-05    0.000000e+00    9.806667e-02    0.000000e+00    0.000000e+00    0.000000e+00    9.806667e-02    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   1.973333e-02    2.333333e-04    0.000000e+00    2.333333e-04    0.000000e+00    0.000000e+00    4.666667e-04    1.184667e-01    0.000000e+00    1.171333e-01    2.433333e-03    3.333333e-05    0.000000e+00    1.184333e-01    3.333333e-05    0.000000e+00    0.000000e+00    1.184667e-01    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.300000e-02    3.666667e-04    0.000000e+00    3.333333e-04    0.000000e+00    0.000000e+00    6.333333e-04    1.378667e-01    0.000000e+00    1.359000e-01    3.366667e-03    6.666667e-05    0.000000e+00    1.378333e-01    6.666667e-05    0.000000e+00    0.000000e+00    1.378000e-01    6.666667e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.593333e-02    4.666667e-04    0.000000e+00    4.666667e-04    0.000000e+00    0.000000e+00    6.333333e-04    1.573333e-01    0.000000e+00    1.551000e-01    4.166667e-03    1.333333e-04    0.000000e+00    1.572667e-01    1.333333e-04    0.000000e+00    0.000000e+00    1.572667e-01    6.666667e-05    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   2.903333e-02    5.333333e-04    0.000000e+00    7.000000e-04    0.000000e+00    0.000000e+00    7.666667e-04    1.768333e-01    0.000000e+00    1.741667e-01    5.000000e-03    1.333333e-04    0.000000e+00    1.767667e-01    2.333333e-04    0.000000e+00    0.000000e+00    1.767667e-01    1.000000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.153333e-02    5.666667e-04    0.000000e+00    8.666667e-04    0.000000e+00    0.000000e+00    8.666667e-04    1.972333e-01    0.000000e+00    1.939667e-01    6.200000e-03    1.333333e-04    0.000000e+00    1.971667e-01    3.000000e-04    0.000000e+00    0.000000e+00    1.971667e-01    1.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.480000e-02    6.333333e-04    0.000000e+00    1.033333e-03    0.000000e+00    0.000000e+00    8.666667e-04    2.183333e-01    0.000000e+00    2.144333e-01    7.400000e-03    2.333333e-04    0.000000e+00    2.182000e-01    4.333333e-04    0.000000e+00    0.000000e+00    2.182667e-01    1.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   3.776667e-02    7.333333e-04    0.000000e+00    1.200000e-03    0.000000e+00    0.000000e+00    9.000000e-04    2.368000e-01    0.000000e+00    2.322333e-01    8.800000e-03    2.666667e-04    0.000000e+00    2.366333e-01    4.666667e-04    0.000000e+00    0.000000e+00    2.367000e-01    2.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.060000e-02    9.333333e-04    0.000000e+00    1.533333e-03    0.000000e+00    0.000000e+00    1.033333e-03    2.577000e-01    9.866667e-03    2.523667e-01    1.030000e-02    3.000000e-04    0.000000e+00    2.574667e-01    7.000000e-04    0.000000e+00    0.000000e+00    2.576000e-01    2.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.330000e-02    1.033333e-03    0.000000e+00    1.933333e-03    0.000000e+00    0.000000e+00    1.100000e-03    2.778667e-01    2.930000e-02    2.719000e-01    1.160000e-02    3.333333e-04    0.000000e+00    2.776333e-01    7.333333e-04    0.000000e+00    0.000000e+00    2.777667e-01    2.666667e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.583333e-02    1.166667e-03    0.000000e+00    2.333333e-03    0.000000e+00    0.000000e+00    1.266667e-03    2.980333e-01    5.046667e-02    2.913667e-01    1.296667e-02    4.000000e-04    0.000000e+00    2.977667e-01    9.000000e-04    0.000000e+00    0.000000e+00    2.979000e-01    3.000000e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
   4.953333e-02    1.233333e-03    0.000000e+00    2.800000e-03    0.000000e+00    0.000000e+00    1.333333e-03    3.194333e-01    7.016667e-02    3.116667e-01    1.493333e-02    4.666667e-04    0.000000e+00    3.191667e-01    1.033333e-03    0.000000e+00    0.000000e+00    3.193000e-01    3.333333e-04    0.000000e+00    0.000000e+00    0.000000e+00    0.000000e+00 
