1	1	1	3	0	0	0	0	0	0	0
2	2	1	1	0	2	2	150	1.5	0	0
3	2	1	1	0	2	2	300	2.5	0	0
4	2	1	1	0	2	2	25	1.5	0	0
5	1	2	2	0	0	0	0	0	0	0
6	1	2	2	0	0	0	0	0	0	0
7	1	1	1	0	0	0	0	0	0	0.5
8	1	1	1	0	0	0	0	0	0	30
9	2	2	1	0	1	1	50	0	0	0
10	1	2	2	0	0	0	0	0	0	0
11	1	2	2	0	0	0	0	0	0	0
12	1	1	3	0	0	0	0	0	0	0
13	2	1	1	0	2	2	75	3	0	0
14	2	1	1	0	2	2	200	2	0	0
15	2	1	1	0	2	2	75	1.5	0	0
16	1	1	4	0	0	0	0	0	0	60
