1	1																										
1	1																										
1	2																										
1	1																										
1																											
1																											
1																											
1																											
1																											
2	2																										
2	1																										
2	3																										
2	1																										
2																											
2																											
2																											
2																											
2																											
3	3																										
3	1																										
3	4																										
3	1																										
3																											
3																											
3																											
3																											
3																											
4	5																										
4	1																										
4	6																										
4	1																										
4																											
4																											
4																											
4																											
4	1	2	3	4																							
5	6																										
5	1																										
5	7																										
5	1																										
5																											
5																											
5																											
5																											
5	1	2	3	4																							
6	7																										
6	1																										
6	8																										
6	1																										
6																											
6																											
6																											
6																											
6	1	2	3	4																							
7	9																										
7	1																										
7	10																										
7	1																										
7																											
7																											
7																											
7																											
7	5	6	7	8																							
8	39																										
8	1																										
8	22																										
8	3																										
8																											
8																											
8	11	12	13	14	15	16	17	18	19	20	21	29	30	31	32	33	34	44	45	46										
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
8																											
9	1	22																									
9	1	1																									
9	1	11																									
9	1	1																									
9	11																										
9	1																										
9																											
9																											
9																											
10	2	22																									
10	1	1																									
10	2	12																									
10	1	1																									
10	12																										
10	1																										
10																											
10																											
10																											
11	3	22																									
11	1	1																									
11	3	13																									
11	1	1																									
11	13																										
11	1																										
11																											
11																											
11																											
12	4	22																									
12	1	1																									
12	4	14																									
12	1	1																									
12	14																										
12	1																										
12																											
12																											
12																											
13	5	22																									
13	1	1																									
13	5	15																									
13	1	1																									
13	15																										
13	1																										
13																											
13																											
13																											
14	6	22																									
14	1	1																									
14	6	16																									
14	1	1																									
14	16																										
14	1																										
14																											
14																											
14																											
15	7	22																									
15	1	1																									
15	7	17																									
15	1	1																									
15	17																										
15	1																										
15																											
15																											
15																											
16	8	22																									
16	1	1																									
16	8	18																									
16	1	1																									
16	18																										
16	1																										
16																											
16																											
16																											
17	9	22																									
17	1	1																									
17	9	19																									
17	1	1																									
17	19																										
17	1																										
17																											
17																											
17																											
18	10	22																									
18	1	1																									
18	10	20																									
18	1	1																									
18	20																										
18	1																										
18																											
18																											
18																											
19	18																										
19	1																										
19	18	21																									
19	1	1																									
19	21																										
19	1																										
19																											
19																											
19																											
20	20																										
20	1																										
20	20	21																									
20	1	1																									
20	21																										
20	1																										
20																											
20																											
20																											
21	12																										
21	1																										
21	12	29																									
21	1	1																									
21	23	29	17	18	20																						
21	1	1	1	1	1																						
21																											
21																											
21																											
22	13																										
22	1																										
22	13	30																									
22	1	1																									
22	24	30	17	18	20																						
22	1	1	1	1	1																						
22																											
22																											
22																											
23	14																										
23	1																										
23	14	31																									
23	1	1																									
23	25	31	17	18	20																						
23	1	1	1	1	1																						
23																											
23																											
23																											
24	17																										
24	1																										
24	17	32																									
24	1	1																									
24	26	32	20																								
24	1	1	1																								
24																											
24																											
24																											
25	18																										
25	1																										
25	18	33																									
25	1	1																									
25	27	33	20																								
25	1	1	1																								
25																											
25																											
25																											
26	20																										
26	1																										
26	20	34																									
26	1	1																									
26	28	34																									
26	1	1																									
26																											
26																											
26																											
27	29																										
27	1																										
27	29	37																									
27	1	1																									
27	37																										
27	1																										
27																											
27																											
27																											
28	30																										
28	1																										
28	30	37																									
28	1	1																									
28	37																										
28	1																										
28																											
28																											
28																											
29	31																										
29	1																										
29	31	37																									
29	1	1																									
29	37																										
29	1																										
29																											
29																											
29																											
30	32																										
30	1																										
30	32	36																									
30	1	1																									
30	36																										
30	1																										
30																											
30																											
30																											
31	33																										
31	1																										
31	33	36																									
31	1	1																									
31	36																										
31	1																										
31																											
31																											
31																											
32	34																										
32	1																										
32	34	35																									
32	1	1																									
32	35																										
32	1																										
32																											
32																											
32																											
33	38																										
33	1																										
33	1	47																									
33	1	25																									
33																											
33																											
33	1	2	3	4	11	12	13	14	29	30	31																
33	0	0	0	0	1	0	0	0	0	0	0																
33																											
34	37																										
34	1																										
34	1	47																										
34	1	50																									
34																											
34																											
34	1	2	3	4	11	12	13	14	29	30	31																
34	0	0	0	0	1	0	0	0	0	0	0																
34																											
35	36																										
35	1																										
35	5	47																									
35	1	200																									
35																											
35																											
35	1	2	3	4	5	6	7	8	11	12	13	14	15	16	17	18	21	29	30	31	32	33	44	45	46					
35	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		
35																											
36	35																										
36	1																										
36	9	47																									
36	1	500																									
36																											
36																											
36	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	29	30	31	32	33	34	44	45	46
36	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
36																											
37	40																										
37	1																										
37	41	38																									
37	1	1																									
37																											
37																											
37																											
37																											
37																											
38	41																										
38	1																										
38	40																										
38	1																										
38																											
38																											
38																											
38																											
38																											
39	42																										
39	1																										
39	43	39																									
39	1	1																									
39																											
39																											
39																											
39																											
39																											
40	43	
40	1
40	42
40	1
40																											
40																											
40																											
40																											
40	
41	18	
41	1
41	18	44
41	1	1
41	20	44
41	1	1
41	
41	
41	
42	20
42	1
42	20	45
42	1	1
42	18	45																										
42	1	1																									
42																											
42																											
42
43	18	45	
43	1	1
43	18	46
43	1	1																							
43	46																										
43	1																										
43																											
43																											
43		
44	20	44
44	1	1
44	20	46	
44	1	1
44	46																										
44	1																										
44																											
44																											
44
45	18	20
45	1	1
45	18	20	46
45	1	1	1																									
45	46																										
45	1																										
45																											
45																											
45
